,username,tweets,hashtags,retweets,mentions
0,flyvenkat,"However hard we try to be otherwise, we human beings are complex thought (junk?) generation machines.",,0,
1,flyvenkat,"When these #India rural kids have opportunity as city counterparts, they shine! Donate: http://www.globalgiving.org/projects/ishavidhya http://ow.ly/i/faYMI",#India,0,
2,flyvenkat,#India rural #schools that delivery #quality #Education with good #infrastructure. Donate : http://www.globalgiving.org/projects/ishavidhya http://ow.ly/i/faYFS,#India #schools #quality #Education #infrastructure,0,
3,flyvenkat,With full of dreams about future in their eyes! Support their #Education by donating: http://www.globalgiving.org/projects/ishavidhya #India http://ow.ly/i/faYyW,#Education #India,0,
4,flyvenkat,It's time to build a #beautiful #world through #Education. Donate: http://www.globalgiving.org/projects/ishavidhya #India http://ow.ly/i/faYsN,#beautiful #world #Education #India,0,
5,flyvenkat,A nurturing approach to #Education. These are #India rural schools! Donate to support: http://www.globalgiving.org/projects/ishavidhya http://ow.ly/i/faYla,#Education #India,0,
6,flyvenkat,I can't wait to park my boat at one of the harbors there! :-) (some day!),,0,
7,flyvenkat,Need 30 new laptops for the academic co-ordinators of these #India rural schools. Donate: http://www.globalgiving.org/projects/ishavidhya http://ow.ly/i/faWwG,#India,0,
8,flyvenkat,"@enterindia i would guess so too, though i will ask the help teams to check with the relief centers on the situation in saidapet.",,0,@enterindia
9,flyvenkat,@enterindia thank you so much!,,0,@enterindia
10,flyvenkat,"@enterindia thx! if you are aware of the school names which have given shelter, but need to reopen on monday, could you plz pass on?",,0,@enterindia
11,flyvenkat,Hello folks! A5: Innovation comes by a nurturing environment. Check out: http://www.globalgiving.org/projects/ishavidhya #leadupchat,#leadupchat,0,
12,flyvenkat,A friend needs update on #Kotturpuram &amp; #Saidapet areas for #Chennairainshelp relief help. Can someone update plz? #Chennaifloods #Chennai,#Kotturpuram #Saidapet #Chennairainshelp #Chennaifloods #Chennai,0,
13,flyvenkat,One of the over 6400 #India rural #students who get educated in #Englishmedium. Donate: http://www.globalgiving.org/projects/ishavidhya http://ow.ly/i/faQdj,#India #students #Englishmedium,0,
14,flyvenkat,Over 30000 #India #rural #children will benefit by your gesture of donating to: http://www.globalgiving.org/projects/ishavidhya #December http://ow.ly/i/faPrx,#India #rural #children #December,0,
15,flyvenkat,@henry33tan thanks Henry!,,0,@henry33tan
16,flyvenkat,"Quite a #breaking story, when these first gen. #school goers speak #English fluently. Donate to support: http://www.globalgiving.org/projects/ishavidhya #India",#breaking #school #English #India,0,
17,flyvenkat,A smart #rural is as important as a #smartcity! Donate to improve: http://www.globalgiving.org/projects/ishavidhya #India #infrastructure,#rural #smartcity #India #infrastructure,0,
18,flyvenkat,@candinam I haven't yet dropped off.,,0,@candinam
19,flyvenkat,#Isha Vidhya gonna rock #India rural #Education for sure. Donate to fund its academic #laptops: http://www.globalgiving.org/projects/ishavidhya,#Isha #India #Education #laptops,2,
20,flyvenkat,#curriculum design of #India rural schools need laptops for the academic co-ordinators. Donate to #Isha #Education:,#curriculum #India #Isha #Education,0,
21,flyvenkat,Check out @MagicBusIndia #MagicBus #India,#MagicBus #India,0,@MagicBusIndia
22,flyvenkat,@IAmJohnSparks Being one with everything,,0,@IAmJohnSparks
23,flyvenkat,"""Forever"" is composed of ""Nows"" - Emily Dickinson. #Quote #QuoteOfTheDay #Quoteoftheweekend #JustSaying #NotJustSaying",#Quote #QuoteOfTheDay #Quoteoftheweekend #JustSaying #NotJustSaying,0,
24,flyvenkat,"@ansarianish4 @_caloycaballero @uniqueaakash14 Anish, thank you so much for sharing Isha Vidhya's report!",,0,@ansarianish4 @_caloycaballero
25,flyvenkat,Isha Vidhya is at: http://www.globalgiving.org/projects/ishavidhya #YouthSpark #GlobalGiving #Microsoft #India #Rural #Education,#YouthSpark #GlobalGiving #Microsoft #India #Rural #Education,9,
26,flyvenkat,"What's happening, folks?",,0,
27,flyvenkat,"@SC2MIAMI Take care, my friend!",,0,@SC2MIAMI
28,flyvenkat,"@rk_misra Sir, everyone talks about #Bangalore sanitation problem getting worse. What's the latest on this? Sewage mixing drinking by 2020?",#Bangalore,0,@rk_misra
29,flyvenkat,@Microsoft_EDU Please check out this #GlobalGiving campaign. We are a #YouthSpark project! :,#GlobalGiving #YouthSpark,0,
30,flyvenkat,@heffrey Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@heffrey
31,flyvenkat,@nalang1 Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@Nalang1
32,flyvenkat,@MelStone1971 Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,1,
33,flyvenkat,@bahnmilm Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@bahnmilm
34,flyvenkat,@rosy_burke Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@rosy_burke
35,flyvenkat,@DJFTLL Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@DJFTLL
36,flyvenkat,@PrincipalLovell Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,1,@PrincipalLovell
37,flyvenkat,@FatherleyB Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,@FatherleyB
38,flyvenkat,@MeehanDJO Could you please help in creating awareness about this #December #Education campaign?: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 Thanks!,#December #Education,0,
39,flyvenkat,"@SC2MIAMI And, this is happening! Need your help in creating awareness!: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643",,1,@SC2MIAMI
40,flyvenkat,@MomGenerations Thx for following! It's timely as we are raising funds for rural #India schools! Please take a look:,#India,0,@MomGenerations
41,flyvenkat,@SC2MIAMI Awesome as ever! :-). You?,,0,@SC2MIAMI
42,flyvenkat,@honeyviscous @pooja_bharadwaj Sisters? :-),,0,@honeyviscous @pooja_bharadwaj
43,flyvenkat,"While those measures might help, what humanity need to do is to abstain from reproducing! #Population #Education",#Population #Education,0,
44,flyvenkat,@HunaMakia I'm in Bangalore.,,0,@HunaMakia
45,flyvenkat,Non-medical volunteers available for medical camps! Contact: 9962999988 #ChennaiAvailable #chennairainshelp #Chennaifloods #Chennai,#ChennaiAvailable #chennairainshelp #Chennaifloods #Chennai,1,
46,flyvenkat,Need 1000 bedsheets for a village near Poonamallee. Contact 9789000151 #ChennaiNeed #ChennaiRainsHelp #ChennaiFloods #ChennaiRains #Chennai,#ChennaiNeed #ChennaiRainsHelp #ChennaiFloods #ChennaiRains #Chennai,2,
47,flyvenkat,Supplies for 70 families available! Contact 9500120035 #ChennaiAvailable #Chennairainshelp #chennaifloods #Chennairains #Chennai,#ChennaiAvailable #Chennairainshelp #chennaifloods #Chennairains #Chennai,1,
48,flyvenkat,Tambaram: Medical camp at Municipal Elemenatary School tomorrow from 10am-4pm #ChennaiAvailable #ChennaiRainsHelp #ChennaiFloods #Chennai,#ChennaiAvailable #ChennaiRainsHelp #ChennaiFloods #Chennai,0,
49,flyvenkat,"Mudichur: Medical camp at Afra home, 2/132 EB COLONY, MUDICHUR MAIN ROAD tomorrow from 10am-4pm #ChennaiAvailable #ChennaiRainsHelp #Chennai",#ChennaiAvailable #ChennaiRainsHelp #Chennai,1,
50,flyvenkat,Vadapalani: Medical camp at Fortis Hospital tomorrow from 10am-4pm #ChennaiAvailable #ChennaiRainsHelp #Chennai #ChennaiFloods #ChennaiRains,#ChennaiAvailable #ChennaiRainsHelp #Chennai #ChennaiFloods #ChennaiRains,1,
51,flyvenkat,"Drop-off excess supplies to Fever FM Chennai Office, Forum Vijaya Mall, Vadapalani. Contact: 9840318668 #ChennaiRainsHelp #Chennai",#ChennaiRainsHelp #Chennai,1,
52,flyvenkat,Street clean-up: Send badly affected street names along with area info. to report@restorechennai.in #Chennairainshelp #ChennaiFloods,#Chennairainshelp #ChennaiFloods,0,
53,flyvenkat,@ABCretivLearnin Do you Salsa? :-),,0,@ABCretivLearnin
54,flyvenkat,"@Chilipili Done. Thx. So, @subodhyadav111, how do we let #Bengaluru/#Bangalore public know that segregated waste is handled correctly?",#Bengaluru #Bangalore,0,@Chilipili @subodhyadav111
55,flyvenkat,They are super-conductors!,,0,
56,flyvenkat,"@kappansky @tinucherian @v_shakthi Even Goa is Vada-Paav. Once I crossed the Karnataka border, I felt it.",,0,@kappansky @tinucherian @v_shakthi
57,flyvenkat,"Anna Nagar: Food for 20,000 being prepared to be served by 10th Dec.Contact: 9884491119/7871111446 #ChennaiRainsHelp #ChennaiFloods #Chennai",#ChennaiRainsHelp #ChennaiFloods #Chennai,1,
58,flyvenkat,@WeAreBangalore @tinucherian That's one of the major reasons. People should have visibility on how the wastes are finally handled/treated.,,0,@WeAreBangalore @tinucherian
59,flyvenkat,@WeAreBangalore @tinucherian People blaming BBMP is not enforcing segregation and not picking up as segregated and mixing everything again.,,0,@WeAreBangalore @tinucherian
60,flyvenkat,@ELCITA_IN @CMofKarnataka @makeinindia @Bangaloreitebiz link to the policy please?,,0,@ELCITA_IN @CMofKarnataka @makeinindia
61,flyvenkat,"Will @PMOIndia kindly take note of smog levels in Beijing, &amp; make sure that the same doesn't happen allover #India because of #MakeInIndia?",#India #MakeInIndia,0,@PMOIndia
62,flyvenkat,Chappathis from #Tiruppur coming to #Chennai tomorrow. Contact for need: 9788559445/9710071927 #chennairainshelp #chennaifloods #Chennai,#Tiruppur #Chennai #chennairainshelp #chennaifloods #Chennai,1,
63,flyvenkat,Nungambakkam: Bleaching power available from ICICI Prudential. Contact: 9840886610 #chennairainshelp #Chennaifloods #Chennai,#chennairainshelp #Chennaifloods #Chennai,1,
64,flyvenkat,NUNGAMBAKKAM: Corporation school. 60 people cooking. Need people to distribute. Contact: 9842189999/9894274444 #chennairainshelp #Chennai,#chennairainshelp #Chennai,1,
65,flyvenkat,Laptop & Desktop repair for free. Contact Dinesh: 9840387808 #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,4,
66,flyvenkat,"Rice & Dhal needed in Don Bosco, Taylor's Road. Please contact: 9962779971 #Chennairainshelp #Chennaifloods #Chennai",#Chennairainshelp #Chennaifloods #Chennai,2,
67,flyvenkat,@Namz_Who The area is called Madhavaram in Chennai,,0,@Namz_Who
68,flyvenkat,Chrompet tomorrow 7am: 6 truck of food supplies. Need volunteers to segregate & distribute. Contact: 9940188509 #Chennairainshelp #Chennai,#Chennairainshelp #Chennai,4,
69,flyvenkat,Mosquito coils 100 boxes available. Contact: 9840200004 #chennairainshelp #Chennaifloods #Chennai,#chennairainshelp #Chennaifloods #Chennai,1,
70,flyvenkat,Madhavaram: 200 blankets needed. Contact: 9840449844 #ChennaiRainsHelp #Chennaifloods #Chennai,#ChennaiRainsHelp #Chennaifloods #Chennai,1,
71,flyvenkat,50 blankets needed for orphan children. WhatsApp 9176053675 asap #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,1,
72,flyvenkat,Student who lost books can get the set replenished. Contact: 9486905884/8148689993/8148761625 #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,0,
73,flyvenkat,20 rescued puppies available for adoption. Contact: 9176597000 #chennairainshelp #chennaifloods #Chennai,#chennairainshelp #chennaifloods #Chennai,0,
74,flyvenkat,"Anna Nagar: Lots of sanitary napkins, water packets & clothes available at SBOA Matric school. Contact:9952918699 #ChennaiRainsHelp #Chennai",#ChennaiRainsHelp #Chennai,13,
75,flyvenkat,Chitlapakkam: Urgent food needed for 100 people. Contact: 9791740976/7299299676 #ChennaiRainsHelp #ChennaiFloods #Chennai,#ChennaiRainsHelp #ChennaiFloods #Chennai,4,
76,flyvenkat,Student books available/required list: http://www.klipher.com/booksforchennai/ #Chennairainshelp #chennaifloods #Chennai,#Chennairainshelp #chennaifloods #Chennai,1,
77,flyvenkat,Manali: Need 2/3 boats to reach interior parts tomorrow by 10am. Contact: 8056280260 #ChennaiRainsHelp #ChennaiFloods #Chennai,#ChennaiRainsHelp #ChennaiFloods #Chennai,1,
78,flyvenkat,MRC Nagar: Assemble at Lords building to help Corporation with overnight street cleaning. #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,0,
79,flyvenkat,Gandhinagar: Assemble at Crimson chakra to help Corporation with overnight street cleaning #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,0,
80,flyvenkat,Mogappair: Assemble at Buhari Hotel to help Corporation with overnight street cleaning. #Chennairainshelp #chennaifloods #chennai,#Chennairainshelp #chennaifloods #chennai,0,
81,flyvenkat,Ashok Nagar: Assemble at Sivan Park to help Corporation with overnight street cleaning. #Chennairainshelp #Chennaifloods #Chennai,#Chennairainshelp #Chennaifloods #Chennai,1,
82,flyvenkat,Velachery: Assemble at MRTS Station to help Corporation with overnight street cleaning. #chennairainshelp #chennaifloods #chennai,#chennairainshelp #chennaifloods #chennai,2,
83,flyvenkat,Anna Nagar: Assemble at Tower Park to help Corporation with overnight street cleaning. #chennairainshelp #chennaifloods #chennai,#chennairainshelp #chennaifloods #chennai,3,
84,flyvenkat,Alwarpet: Assemble at Dimensions Gym to help Corporation with overnight street cleaning. #chennairainshelp #Chennaifloods #chennai,#chennairainshelp #Chennaifloods #chennai,3,
85,flyvenkat,Kotturpuram: Assemble as soon as possible at Pillayar Koil to help Corporation in overnight street cleaning #chennairainshelp #chennai,#chennairainshelp #chennai,2,
86,flyvenkat,Doctors on call: https://sites.google.com/site/empatheticdoctor/ #chennairainshelp #chennaifloods #chennai #chennairains #chennaimicro,#chennairainshelp #chennaifloods #chennai #chennairains #chennaimicro,2,
87,flyvenkat,20 volunteers available for distribution in any part of Chennai. Contact: 8870004137 #ChennaiRainsHelp #ChennaiFloods #ChennaiRains #chennai,#ChennaiRainsHelp #ChennaiFloods #ChennaiRains #chennai,11,
88,flyvenkat,"#Triplicane: 1000 milk packets needed to be delivered in Cuddalore. Contact: 9677039393, 8056409012,7299998742 #ChennaiRainsHelp #chennai",#Triplicane #ChennaiRainsHelp #chennai,2,
89,flyvenkat,"Volunteers needed near Periyar mandapam, SBOA school, Anna Nagar West. Contact: 9003232609 #chennairainshelp #chennaifloods #chennairains",#chennairainshelp #chennaifloods #chennairains,2,
90,flyvenkat,"adayalacherry - near kalpakkam need water. Volunteers who can collect & distribute water, contact: 9500703027 #chennairainshelp #chennai",#chennairainshelp #chennai,0,
91,flyvenkat,Those willing to donate money for tablets that clean water can contact : 9884864340/9840661188/8939404040 #Chennairainshelp #chennaimicro,#Chennairainshelp #chennaimicro,1,
92,flyvenkat,Tambaram: Good clothes available for distribution. Need distribution help. Contact: 9952926530 #chennairainshelp #chennaifloods #chennai,#chennairainshelp #chennaifloods #chennai,2,
93,flyvenkat,Urapakkam: Rice & Dhal needed in Anna Nagar of Urapakkam. Contact: 9444681662 #ChennairainsHelp #Chennaifloods #chennairains #chennaimicro,#ChennairainsHelp #Chennaifloods #chennairains #chennaimicro,2,
94,flyvenkat,"Nolambur: Union Bank Road. 30 families struggling without medical help. Doctors, please contact: 9500043631 #ChennaiRainsHelp #Chennai",#ChennaiRainsHelp #Chennai,0,
95,flyvenkat,"Tambaram: Jai Gopal Garodia National school have stocks of all necessities! Contact: 9840717423, 9952019940 #Chennairainshelp #Chennaifloods",#Chennairainshelp #Chennaifloods,4,
96,flyvenkat,"Volunteers from #Trichy proceeding to #Cuddalore. If you want to contribute supplies, please contact 9600717125 #TamilNadu #TamilnaduFloods",#Trichy #Cuddalore #TamilNadu #TamilnaduFloods,0,
97,flyvenkat,#chennairainshelp #chennai #chennaifloods #chennaimicro Please note.,#chennairainshelp #chennai #chennaifloods #chennaimicro,0,
98,flyvenkat,200 blankets needed by 12 pm tomorrow *08/12) to be delivered in Manali area. Contact: 9444049388 #chennairainshelp #chennaifloods #chennai,#chennairainshelp #chennaifloods #chennai,0,
99,flyvenkat,Enable #Isha #Education to buy 30 new laptops for academic coordinators of #India #rural schools. Donate: https://www.globalgiving.org/projects/ishavidhya/reports/?subid=66643 #December,#Isha #Education #India #rural #December,37,
100,flyvenkat,Contact no. is : 994006784. Whatsapp him. #Chennairains #chennairainshelp #Chennaifloods #Chennai #ChennaiMicro,#Chennairains #chennairainshelp #Chennaifloods #Chennai #ChennaiMicro,0,
101,flyvenkat,@honeyviscous not all easily accept the divide created by money.,,0,@honeyviscous
102,flyvenkat,Transport update: https://www.facebook.com/memeschennai/posts/536739399825529 #chennairainshelp #chennairains #chennaifloods #chennai #chennaimicro,#chennairainshelp #chennairains #chennaifloods #chennai #chennaimicro,2,
103,flyvenkat,#chennairainshelp #chennaifloods #chennai #chennaimicro #chennairains ATMs that are in working condition in Chennai https://www.facebook.com/memeschennai/photos/a.254945728004899.1073741828.254941598005312/536608636505272,#chennairainshelp #chennaifloods #chennai #chennaimicro #chennairains,2,
104,flyvenkat,#urapakkam #chennairainshelp #chennaimicro,#urapakkam #chennairainshelp #chennaimicro,2,
105,flyvenkat,#chennairainshelp #chennaimicro #chennaifloods #chennai #chennairains Urgent help required!,#chennairainshelp #chennaimicro #chennaifloods #chennai #chennairains,1,
106,flyvenkat,#chennairains #chennairainshelp #chennaifloods #chennai #chennaimicro,#chennairains #chennairainshelp #chennaifloods #chennai #chennaimicro,2,
107,flyvenkat,Help needed for pregnant women in this sheet. Please help: https://www.facebook.com/photo.php?fbid=923801984339496&amp;set=a.164072613645774.39253.100001291082885 #chennairainshelp #Chennairains #chennaifloods #chennai,#chennairainshelp #Chennairains #chennaifloods #chennai,1,
108,flyvenkat,#chennairainshelp #chennaifloods #chennai #chennairains #chennaimicro,#chennairainshelp #chennaifloods #chennai #chennairains #chennaimicro,1,
109,flyvenkat,"Rescue landline setup in #nungambakkam, boats arranged. Further details: https://www.facebook.com/sunder.ramu.92/posts/10153123893302540 #chennairainshelp #chennai #chennairains",#nungambakkam #chennairainshelp #chennai #chennairains,1,
110,flyvenkat,"Need catamaran/boat to enter Jain temple, T.Nagar for food supply. Reach out to https://www.facebook.com/DharmaChandru if you can help. #chennairainshelp",#chennairainshelp,3,
111,flyvenkat,"Food for 10,000 people being prepared.Contact Suresh, Annanagar: 9444088299 #chennairains #Chennai #chennaifloods #chennairainshelp",#chennairains #Chennai #chennaifloods #chennairainshelp,1,
112,flyvenkat,Help/Shelter information available from @TheHindu: http://www.thehindu.com/chennai-rains-help/ #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,0,@TheHindu
113,flyvenkat,Information to do monetary donations: https://www.facebook.com/notes/ashwin-panchapakesan/faqs-for-people-in-the-flood-in-chennai-india/10153761705622658 #chennairains #Chennai #chennaifloods #chennairainshelp,#chennairains #Chennai #chennaifloods #chennairainshelp,0,
114,flyvenkat,@ParBen24 Check https://www.facebook.com/memeschennai/ Help if you can.,,0,@ParBen24
115,flyvenkat,@ParBen24 ? didn't get you?,,0,@ParBen24
116,flyvenkat,Oxygen cylinder needed in west mambalam for an elder person. Contact : 9842504322/9994949690/8883199941 #chennairainshelp #Chennai,#chennairainshelp #Chennai,2,
